,client_name,legislator,edge_type,title,party,confidence,client_industry,contract_value,issue_name,issue_description,issue_code,lobbyist_id,lobbyist_name,currently_in_office,link_source_text,legislator_icpsr,legislator_govtrack,legislator_bioguide,legislator_thomas,filing_year,client_name_unmerged_,income_per_lobbyist,registrant_id,filing_index
102,EXXON MOBIL,Rep. J. Dennis Hastert,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company,20000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,66235,CHRISTOPHER SARLEY,0.0,"Policy Coordinator, House Energy & Commerce Committee; Policy Director, Sr Legis Asst, House Member Office (Shimkus); Sr Legis Asst, Legislative Assistant, Legislative Correspondent, Staff Assistant, House Member Office (Hastert)",15417.0,400169,H000323,00510,2023,EXXONMOBIL,4000.0,75557,61
103,EXXON MOBIL,Sen. John Cornyn,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and gas company.,30000.0,Taxation/Internal Revenue Code,"Tax, trade and regulatory matters impacting the oil and gas sector.",TAX,63760,JERR ROSENBAUM,1.0,"Legislative Director, Sen. John Cornyn; Chief of Staff, Rep. Robert Hurt; Chief of Staff, Rep. Jack Kingston; Chief of Staff, Rep. Virgil Goode",40305.0,300027,C001056,01692,2023,EXXON MOBIL CORPORATION,10000.0,400918672,62
104,EXXON MOBIL,Rep. Robert Hurt,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company.,30000.0,Taxation/Internal Revenue Code,"Tax, trade and regulatory matters impacting the oil and gas sector.",TAX,63760,JERR ROSENBAUM,0.0,"Legislative Director, Sen. John Cornyn; Chief of Staff, Rep. Robert Hurt; Chief of Staff, Rep. Jack Kingston; Chief of Staff, Rep. Virgil Goode",21186.0,412484,H001060,02069,2023,EXXON MOBIL CORPORATION,10000.0,400918672,62
105,EXXON MOBIL,Rep. Jack Kingston,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company.,30000.0,Taxation/Internal Revenue Code,"Tax, trade and regulatory matters impacting the oil and gas sector.",TAX,63760,JERR ROSENBAUM,0.0,"Legislative Director, Sen. John Cornyn; Chief of Staff, Rep. Robert Hurt; Chief of Staff, Rep. Jack Kingston; Chief of Staff, Rep. Virgil Goode",29338.0,400221,K000220,00636,2023,EXXON MOBIL CORPORATION,10000.0,400918672,62
106,EXXON MOBIL,Rep. Virgil H. Goode,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company.,30000.0,Taxation/Internal Revenue Code,"Tax, trade and regulatory matters impacting the oil and gas sector.",TAX,63760,JERR ROSENBAUM,0.0,"Legislative Director, Sen. John Cornyn; Chief of Staff, Rep. Robert Hurt; Chief of Staff, Rep. Jack Kingston; Chief of Staff, Rep. Virgil Goode",89767.0,400153,G000280,01486,2023,EXXON MOBIL CORPORATION,10000.0,400918672,62
107,EXXON MOBIL,Rep. Walter Herger,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company.,30000.0,Taxation/Internal Revenue Code,"Tax, trade and regulatory matters impacting the oil and gas sector.",TAX,72906,JAY SULZMANN,0.0,"Legislative Director/Health Policy Advisor, Sen. Johnny Isakson; Sr. Policy Advisor/LA/LC/SA, Rep. Wally Herger",15420.0,400176,H000528,00533,2023,EXXON MOBIL CORPORATION,10000.0,400918672,62
108,EXXON MOBIL,Rep. Ron James Kind,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Oil and gas company,10000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,70188,MICHAEL GOODMAN,0.0,"Chief of Staff House Member Office (Kind), Legislative Staff House Member Office (Braley, Barrow)",29769.0,400218,K000188,01498,2023,EXXONMOBIL,2000.0,75557,68
109,EXXON MOBIL,Rep. Bruce L. Braley,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Oil and gas company,10000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,70188,MICHAEL GOODMAN,0.0,"Chief of Staff House Member Office (Kind), Legislative Staff House Member Office (Braley, Barrow)",20719.0,412208,B001259,01845,2023,EXXONMOBIL,2000.0,75557,68
110,EXXON MOBIL,Rep. John Barrow,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Oil and gas company,10000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,70188,MICHAEL GOODMAN,0.0,"Chief of Staff House Member Office (Kind), Legislative Staff House Member Office (Braley, Barrow)",20507.0,400628,B001252,01780,2023,EXXONMOBIL,2000.0,75557,68
111,EXXON MOBIL,Rep. Pete Olson,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company,10000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,64545,TYLER BRIAN NELSON,0.0,"Chief of Staff House Member Office, Deputy Chief of Staff House Member Office, District Director (Olson)",20948.0,412302,O000168,01955,2023,EXXONMOBIL,2000.0,75557,68
112,EXXON MOBIL,Sen. Joe Manchin,ClientOfLobbyistLinkedTo,Sen. ,Independent,1.0,Oil and gas company,10000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,141958,SARAH VENUTO,1.0,"Senior Advisor(Manchin); Counsel, Comm Energy & Natural Resources Chief Counsel; Chief Counsel (Manchin); Staff Director, Comm on Energy & Natural Resources; Director, Office of External Affairs, Federal Energy Regulatory Commission",40915.0,412391,M001183,01983,2023,EXXONMOBIL,2000.0,75557,68
113,EXXON MOBIL,Rep. Steve Joseph Scalise,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company,10000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,56105,CHRISTOPHER HODGSON,1.0,"Legislative Assistant (Scalise), Floor Assistant & Deputy Floor Director for House Majority Whip (Scalise), Deputy Director & Director of Legislative Affairs (Pence)",20759.0,412261,S001176,01892,2023,EXXONMOBIL,2000.0,75557,68
114,EXXON MOBIL,Rep. John M. Shimkus,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company,10000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,66235,CHRISTOPHER SARLEY,0.0,"Policy Coordinator, House Energy & Commerce Committee; Policy Director, Sr Legis Asst, House Member Office (Shimkus); Sr Legis Asst, Legislative Assistant, Legislative Correspondent, Staff Assistant, House Member Office (Hastert)",29718.0,400373,S000364,01527,2023,EXXONMOBIL,2000.0,75557,68
115,EXXON MOBIL,Rep. J. Dennis Hastert,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and gas company,10000.0,Energy/Nuclear,Congressional outreach on low carbon policies.,ENG,66235,CHRISTOPHER SARLEY,0.0,"Policy Coordinator, House Energy & Commerce Committee; Policy Director, Sr Legis Asst, House Member Office (Shimkus); Sr Legis Asst, Legislative Assistant, Legislative Correspondent, Staff Assistant, House Member Office (Hastert)",15417.0,400169,H000323,00510,2023,EXXONMOBIL,2000.0,75557,68
116,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,Congressional energy proposals included in the Lower Energy Costs Act and the Fiscal Responsibility Act (FRA).,ENG,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
117,EXXON MOBIL,Sen. Roy Blunt,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,Congressional energy proposals included in the Lower Energy Costs Act and the Fiscal Responsibility Act (FRA).,ENG,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",29735.0,400034,B000575,01464,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
118,EXXON MOBIL,Sen. Trent Lott,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,Congressional energy proposals included in the Lower Energy Costs Act and the Fiscal Responsibility Act (FRA).,ENG,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",14031.0,300069,L000447,00707,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
119,EXXON MOBIL,Rep. Philip M. Crane,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,Congressional energy proposals included in the Lower Energy Costs Act and the Fiscal Responsibility Act (FRA).,ENG,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",12041.0,400085,C000873,00249,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
120,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,Congressional energy proposals included in the Lower Energy Costs Act and the Fiscal Responsibility Act (FRA).,ENG,61629,STEVE STOMBRES,0.0,"Chief of Staff, Office of the Majority Leader 10-14; Chief of Staff, Office of the Minority Whip 08-09; Chief of Staff, Office of the Chief Deputy Majority Whip04-07; Chief of Staff, Congressman Eric Cantor 01-03.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
121,EXXON MOBIL,Sen. Marco Rubio,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Energy/Nuclear,Congressional energy proposals included in the Lower Energy Costs Act and the Fiscal Responsibility Act (FRA).,ENG,70490,JONATHAN SLEMROD,1.0,"Associate Director, Legislative Affairs, Office of Management and Budget, '17-'18, Policy Advisor, Office of the Sen. Republican Whip, '12-'17, Legislative Assistant, Sen. Marco Rubio '11-'12.",41102.0,412491,R000595,02084,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
122,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
123,EXXON MOBIL,Sen. Roy Blunt,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",29735.0,400034,B000575,01464,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
124,EXXON MOBIL,Sen. Trent Lott,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",14031.0,300069,L000447,00707,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
125,EXXON MOBIL,Rep. Philip M. Crane,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",12041.0,400085,C000873,00249,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
126,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,61629,STEVE STOMBRES,0.0,"Chief of Staff, Office of the Majority Leader 10-14; Chief of Staff, Office of the Minority Whip 08-09; Chief of Staff, Office of the Chief Deputy Majority Whip 04-07; Chief of Staff, Congressman Eric Cantor 01-03.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
127,EXXON MOBIL,Sen. Marco Rubio,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Financial Institutions/Investments/Securities,Corporate governance issues.,FIN,70490,JONATHAN SLEMROD,1.0,"Associate Director, Legislative Affairs, Office of Management and Budget, '17-'18, Policy Advisor, Office of the Sen. Republican Whip, '12-'17, Legislative Assistant, Sen. Marco Rubio '11-'12.",41102.0,412491,R000595,02084,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
128,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
129,EXXON MOBIL,Sen. Roy Blunt,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61627,KYLE NEVINS,0.0,"Deputy Chief of Staff, House Majority Leader 11-13; Floor Director, Rep. Eric Cantor 09-10; Floor Director, Rep. Roy Blunt 07-08; Floor Assistant, Rep. Roy Blunt 03-06.",29735.0,400034,B000575,01464,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
130,EXXON MOBIL,Sen. Trent Lott,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",14031.0,300069,L000447,00707,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
131,EXXON MOBIL,Rep. Philip M. Crane,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61630,MANNY ROSSMAN,0.0,"Chief of Staff, Office of the Senate Republican Whip 07-09; Senior Policy Advisor, Office of Sen. Trent Lott 05-06; Legislative Director, Rep. Phil Crane 03-04; Legislative Assistant, Rep. Phil Crane 01-02.",12041.0,400085,C000873,00249,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
132,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,61629,STEVE STOMBRES,0.0,"Chief of Staff, Office of the Majority Leader 10-14; Chief of Staff, Office of the Minority Whip 08-09; Chief of Staff, Office of the Chief Deputy Majority Whip04-07; Chief of Staff, Congressman Eric Cantor 01-03.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
133,EXXON MOBIL,Rep. Eric I. Cantor,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,62753,JOHN J O'NEILL,0.0,"Chief of Staff, Office of the Majority Leader 10-14; Chief of Staff, Office of the Minority Whip 08-09; Chief of Staff, Office of the Chief Deputy Majority Whip04-07; Chief of Staff, Congressman Eric Cantor 01-03.",20144.0,400060,C001046,01674,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
134,EXXON MOBIL,Sen. Marco Rubio,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Oil and Gas Company.,60000.0,Taxation/Internal Revenue Code,"Tax treatment of oil and gas, as well as carbon capture.",TAX,70490,JONATHAN SLEMROD,1.0,"Associate Director, Legislative Affairs, Office of Management and Budget, '17-'18, Policy Advisor, Office of the Sen. Republican Whip, '12-'17, Legislative Assistant, Sen. Marco Rubio '11-'12.",41102.0,412491,R000595,02084,2023,EXXON MOBIL CORPORATION,12000.0,401103523,70
135,EXXON MOBIL,Rep. Brian K. Fitzpatrick,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,None,0.0,Science/Technology,Discussions related to Artificial Intelligence (AI),SCI,145391,"ELIZABETH ""BETSY"" W. BYRNE BREWER",1.0,"The White House, Presidential Writer (Office of Presidential Correspondence) 7/2020 - 1/2021; Rep. Brian Fitzpatrick -Press Secretary 4/2021 - 8/2021",21718.0,412721,F000466,,2023,EXXON MOBIL CORP,0.0,14017,72
136,EXXON MOBIL,Rep. Brian K. Fitzpatrick,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,None,0.0,Chemicals/Chemical Industry,"Discussions related to plastics, recycling, and chemicals",CHM,145391,"ELIZABETH ""BETSY"" W. BYRNE BREWER",1.0,"The White House, Presidential Writer (Office of Presidential Correspondence) 7/2020 - 1/2021; Rep. Brian Fitzpatrick -Press Secretary 4/2021 - 8/2021",21718.0,412721,F000466,,2023,EXXON MOBIL CORP,0.0,14017,72
137,EXXON MOBIL,Rep. Brian K. Fitzpatrick,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,None,0.0,Energy/Nuclear,"HR 1: Lower Energy Costs Act; provisions related to permitting S. 1449: RESTART Act; Provisions related to carbon capture Public Law No: 117-58 (H.R. 3684 - 117th Congress): Infrastructure Investment and Jobs Act; provisions related to implementation, carbon capture and storage, and hydrogen Public Law No: 117-169 (H.R. 5376 - 117th Congress): Inflation Reduction Act of 2022; provisions related to implementation, carbon capture and storage, hydrogen, and IRC Section 45Z Discussions related to biofuels, hydrogen, carbon capture, and carbon intensity Discussions related to global energy markets and regulation Discussions related to the Houston Carbon Capture and Storage Innovation Zone project, and onshore and offshore carbon capture and storage Discussions related to permitting for energy projects",ENG,145391,"ELIZABETH ""BETSY"" W. BYRNE BREWER",1.0,"The White House, Presidential Writer (Office of Presidential Correspondence) 7/2020 - 1/2021; Rep. Brian Fitzpatrick -Press Secretary 4/2021 - 8/2021",21718.0,412721,F000466,,2023,EXXON MOBIL CORP,0.0,14017,72
138,EXXON MOBIL,Rep. Brian K. Fitzpatrick,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,None,0.0,Environmental/Superfund,"HR 1: Lower Energy Costs Act; provisions related to permitting, carbon capture, and energy production Public Law No: 117-58 (H.R. 3684 - 117th Congress): Infrastructure Investment and Jobs Act; provisions related to implementation advanced recycling, carbon storage, low carbon solutions, and IRC Section 45V Public Law No: 117-169 (H.R. 5376 - 117th Congress): Inflation Reduction Act of 2022; provisions related to carbon storage and class VI injection wells Discussions related to emissions and energy Discussions related to carbon pricing and carbon capture and storage Discussions related to carbon capture, the Houston Carbon Capture and Storage Innovation Zone project, hydrogen, carbon capture and storage, and IRC Section 45Q Discussions related to carbon capture and storage project in Louisiana Discussions related to plastic recycling Discussions related to permitting Discussions related to carbon intensity Discussions related to carbon storage pore spaces",ENV,145391,"ELIZABETH ""BETSY"" W. BYRNE BREWER",1.0,"The White House, Presidential Writer (Office of Presidential Correspondence) 7/2020 - 1/2021; Rep. Brian Fitzpatrick -Press Secretary 4/2021 - 8/2021",21718.0,412721,F000466,,2023,EXXON MOBIL CORP,0.0,14017,72
139,EXXON MOBIL,Sen. Orrin G. Hatch,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,68867,BRENDAN DUNN,0.0,"Staff Mbr and Leg Asst to Sen Hatch Judiciary Comm and Sub-Comm, Apr04-May07, Aug07-May08; Special Counsel to Sen Hatch Fin Comm, Jan 11-Dec 12; Policy Adv and Counsel to Sen McConnell Majority Leader staff, Dec 12-May18.",14503.0,300052,H000338,01351,2023,EXXON MOBIL CORP,0.0,682,73
140,EXXON MOBIL,Sen. Mitch McConnell,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,68867,BRENDAN DUNN,1.0,"Staff Mbr and Leg Asst to Sen Hatch Judiciary Comm and Sub-Comm, Apr04-May07, Aug07-May08; Special Counsel to Sen Hatch Fin Comm, Jan 11-Dec 12; Policy Adv and Counsel to Sen McConnell Majority Leader staff, Dec 12-May18.",14921.0,300072,M000355,01395,2023,EXXON MOBIL CORP,0.0,682,73
141,EXXON MOBIL,Sen. Robert J. Portman,ClientOfLobbyistLinkedTo,Sen. ,Republican,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,68995,ZACHARY RUDISILL,0.0,"Sen Portman, Jun 14-May 18, Tax Counsel; Rep. Dave Reichert, Jul 12-Jun 14,Legslat Directr/Tax Counsl; House Ways Means Comm, Dec 10-Jul 12; Rep. Dave Camp, Legislative Assist; House Ways and Means Comm.Aug. 10-Nov. 10,Rep Dave Camp, Intern.",29386.0,400325,P000449,00924,2023,EXXON MOBIL CORP,0.0,682,73
142,EXXON MOBIL,Rep. David G. Reichert,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,68995,ZACHARY RUDISILL,0.0,"Sen Portman, Jun 14-May 18, Tax Counsel; Rep. Dave Reichert, Jul 12-Jun 14,Legslat Directr/Tax Counsl; House Ways Means Comm, Dec 10-Jul 12; Rep. Dave Camp, Legislative Assist; House Ways and Means Comm.Aug. 10-Nov. 10,Rep Dave Camp, Intern.",20536.0,400660,R000578,01810,2023,EXXON MOBIL CORP,0.0,682,73
143,EXXON MOBIL,Rep. Dave Lee Camp,ClientOfLobbyistLinkedTo,Rep. ,Republican,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,68995,ZACHARY RUDISILL,0.0,"Sen Portman, Jun 14-May 18, Tax Counsel; Rep. Dave Reichert, Jul 12-Jun 14,Legslat Directr/Tax Counsl; House Ways Means Comm, Dec 10-Jul 12; Rep. Dave Camp, Legislative Assist; House Ways and Means Comm.Aug. 10-Nov. 10,Rep Dave Camp, Intern.",29124.0,400058,C000071,00166,2023,EXXON MOBIL CORP,0.0,682,73
144,EXXON MOBIL,Rep. Edolphus Towns,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,70247,VIRGIL MILLER,0.0,"Policy Fellow, Rep. Edolphus Towns, Aug06 - Feb07; Prof Staff Mber, Commit on Eng and Com, Feb 07 - Jan 11; Health Policy Advisor, Rep. John D. Dingell, Jan 09 - Jan 11; CoS, Rep. Cedric Richmond, Jan 11 - Mar 19.",15072.0,400409,T000326,01165,2023,EXXON MOBIL CORP,0.0,682,73
145,EXXON MOBIL,Rep. John D. Dingell,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,70247,VIRGIL MILLER,0.0,"Policy Fellow, Rep. Edolphus Towns, Aug06 - Feb07; Prof Staff Mber, Commit on Eng and Com, Feb 07 - Jan 11; Health Policy Advisor, Rep. John D. Dingell, Jan 09 - Jan 11; CoS, Rep. Cedric Richmond, Jan 11 - Mar 19.",2605.0,400110,D000355,00299,2023,EXXON MOBIL CORP,0.0,682,73
146,EXXON MOBIL,Rep. Cedric L. Richmond,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,70247,VIRGIL MILLER,0.0,"Policy Fellow, Rep. Edolphus Towns, Aug06 - Feb07; Prof Staff Mber, Commit on Eng and Com, Feb 07 - Jan 11; Health Policy Advisor, Rep. John D. Dingell, Jan 09 - Jan 11; CoS, Rep. Cedric Richmond, Jan 11 - Mar 19.",21137.0,412432,R000588,02023,2023,EXXON MOBIL CORP,0.0,682,73
147,EXXON MOBIL,Sen. Charles E. Schumer,ClientOfLobbyistLinkedTo,Sen. ,Democrat,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,142315,REGINALD BABIN,1.0,"Chf Cnsl, Sen. Schumer (20-22); Cnsl, Sen. Schumer (17-20); Leg Dir, Rep. Richmond (15-17); Cnsl, Rep. Richmond (14-15); Assoc. Cnsl, Subcomm on Finance and Contracting Overst (2014); Legal Fellow, Subcomm on Finance and Contracting Overst (13-14).",14858.0,300087,S000148,01036,2023,EXXON MOBIL CORP,0.0,682,73
148,EXXON MOBIL,Rep. Cedric L. Richmond,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,142315,REGINALD BABIN,0.0,"Chf Cnsl, Sen. Schumer (20-22); Cnsl, Sen. Schumer (17-20); Leg Dir, Rep. Richmond (15-17); Cnsl, Rep. Richmond (14-15); Assoc. Cnsl, Subcomm on Finance and Contracting Overst (2014); Legal Fellow, Subcomm on Finance and Contracting Overst (13-14).",21137.0,412432,R000588,02023,2023,EXXON MOBIL CORP,0.0,682,73
149,EXXON MOBIL,Rep. Silvestre Reyes,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,93554,JOSE BORJON,0.0,"CoS, Rep V.Gonzalez, Jan 17- Feb 21; Snr Advsr/Dpty CoS, Rep F.Vela, Jun 14- Jan 17; Comm Drctr, Rep Gallego, Dec 13- Jan 15; Drctr Strtgy/Comm, Rep Reyes, Nov 11- Jan 13; Press Sec, Rep Cuellar, Jan 11- Nov 11; Comm Drctr, Rep Ortiz, Mar 09- Jan 11.",29764.0,400337,R000170,01516,2023,EXXON MOBIL CORP,0.0,682,73
150,EXXON MOBIL,Rep. Henry Cuellar,ClientOfLobbyistLinkedTo,Rep. ,Democrat,1.0,Energy company,0.0,Taxation/Internal Revenue Code,Corporate and energy tax issues.,TAX,93554,JOSE BORJON,1.0,"CoS, Rep V.Gonzalez, Jan 17- Feb 21; Snr Advsr/Dpty CoS, Rep F.Vela, Jun 14- Jan 17; Comm Drctr, Rep Gallego, Dec 13- Jan 15; Drctr Strtgy/Comm, Rep Reyes, Nov 11- Jan 13; Press Sec, Rep Cuellar, Jan 11- Nov 11; Comm Drctr, Rep Ortiz, Mar 09- Jan 11.",20533.0,400657,C001063,01807,2023,EXXON MOBIL CORP,0.0,682,73
